HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:658,,,test,"the areas of foreign investment are rapidly expanding into the new types of construction materials , cutting-edge technology and intensive processing of construction materials .","foreign investment is quickly developing new forms of building materials , new technology and finely-processed building materials .","the area of foreign investment be rapidly expand into the new type of construction material , cutting-edge technology and intensive processing of construction material .","foreign investment be quickly develop new form of building material , new technology and finely-processed building material .",0.6,7,,,,,3-0 4-1 5-2 6-3 7-4 8-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-13 22-15 23-16 24-17 ,19-14 20-14 ,,,,,,7-4 8-4 19-14 20-14 ,,,,3-0 4-1 5-2 6-3 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-13 22-15 23-16 24-17 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:615,,,test,it was stated that the two were captured by Chinese soldiers in the southeast area near the border between South and North Korea during the Korean War .,the statement said that both of them were seized during the war by the Chinese soldiers near the border between South Korea and North Korea in the Northeast area .,it be state that the two be capture by chinese soldier in the southeast area near the border between south and north korea during the korean war .,the statement say that both of them be seize during the war by the chinese soldier near the border between south korea and north korea in the northeast area .,0.4193548387096774,2,,,,,0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-3 4-4 5-4 6-7 7-8 8-12 9-14 10-15 11-25 12-26 14-28 15-16 16-17 17-18 18-19 19-20 19-21 20-22 21-23 22-24 23-9 24-10 26-11 27-29 ,13-27 ,,,,,,22-21 ,,,,0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-3 4-4 4-5 4-6 5-4 5-5 5-6 6-7 7-8 8-12 9-14 10-15 14-28 15-16 16-17 17-18 18-19 19-20 20-22 21-23 22-24 23-9 24-10 26-11 27-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:548,,,test,it was learned that the Wenzhou city government has worked out plans to start an even larger project throughout the city for water conservancy construction in the coming winter and next spring .,it is reported that the Wenzhou city government has drawn up a plan to start a larger scale upsurge in irrigation network construction throughout the city in the winter of this year and the spring of next year .,it be learn that the wenzhou city government have work out plan to start an even large project throughout the city for water conservancy construction in the come winter and next spring .,it be report that the wenzhou city government have draw up a plan to start a large scale upsurge in irrigation network construction throughout the city in the winter of this year and the spring of next year .,0.5121951219512195,6,,,,,0-0 3-3 4-4 5-5 6-6 7-7 8-8 9-9 9-10 10-9 10-10 11-12 12-13 13-14 14-15 16-16 16-17 18-23 19-24 20-25 25-26 26-27 27-29 27-30 27-31 28-28 29-32 30-35 30-36 30-37 31-34 32-38 ,1-1 1-2 2-1 2-2 17-18 17-19 17-20 17-21 17-22 21-18 21-19 21-20 21-21 21-22 22-18 22-19 22-20 22-21 22-22 23-18 23-19 23-20 23-21 23-22 24-18 24-19 24-20 24-21 24-22 ,,,,,,1-1 17-18 21-19 ,,,,0-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 9-10 10-9 10-10 11-12 12-13 13-14 14-15 16-16 18-23 19-24 20-25 22-20 22-21 23-20 23-21 24-22 25-26 26-27 27-29 27-30 27-31 28-28 29-32 30-36 31-34 32-38 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:642,,,test,the international court convicted that Muslim Feralichi of Bosnia need not to be responsible for his troops ' violence committed against the Serb prisoners and criminals of war in the Chelibich POW camp in 1992 .,"according to the ruling of the International Tribunal , Bosnian Muslim Firallic was not responsible for the atrocity committed against the Serbian prisoners of war in the Zerabic Camp .",the international court convict that muslim feralichi of bosnia need not to be responsible for his troop ' violence commit against the serb prisoner and criminal of war in the chelibich pow camp in 1992 .,"accord to the ruling of the international tribunal , bosnian muslim firallic be not responsible for the atrocity commit against the serbian prisoner of war in the zerabic camp .",0.6097560975609756,6,,,,,0-5 1-6 2-7 5-10 10-13 13-14 14-15 18-17 19-18 20-19 21-20 22-21 23-22 26-23 27-24 28-25 29-26 32-28 35-29 ,3-0 3-1 3-2 3-3 3-4 4-0 4-1 4-2 4-3 4-4 6-11 7-9 8-9 9-12 30-27 31-27 ,,,,,,3-3 30-27 ,,,,0-5 1-6 2-7 5-10 6-11 7-9 8-9 9-12 9-13 10-12 10-13 11-12 11-13 12-12 12-13 13-14 14-15 18-17 19-18 20-19 21-20 22-21 23-22 26-23 27-24 28-25 29-26 32-28 35-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:619,,,test,the news from the Chinese Human Rights Information Center said that originally about twenty members of the Chinese Democratic Party from Shanghai branch had planned to hold their first meeting in a restaurant in Hangzhou city on Friday afternoon .,"according to the Information Center of Chinese Human Rights and Democratic Movement , about twenty members of the Chinese Democratic Party of the Zhejiang and Shanghai branches originally planned to meet at a restaurant in Hangzhou city on Friday afternoon to hold their first conference .",the news from the chinese human right information center say that originally about twenty member of the chinese democratic party from shanghai branch have plan to hold their first meeting in a restaurant in hangzhou city on friday afternoon .,"accord to the information center of chinese human right and democratic movement , about twenty member of the chinese democratic party of the zhejiang and shanghai branch originally plan to meet at a restaurant in hangzhou city on friday afternoon to hold their first conference .",0.32558139534883723,6,,,,,3-2 4-6 5-7 6-8 7-3 8-4 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-25 22-26 24-28 25-29 25-40 26-41 27-42 28-43 29-44 30-31 31-32 32-33 33-34 34-35 35-36 36-37 37-38 38-39 39-45 ,0-0 0-1 1-0 1-1 2-0 2-1 3-0 3-1 9-0 9-1 10-0 10-1 ,,,,,,27-42 29-44 ,,,,0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-6 5-7 6-8 7-3 8-4 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-25 22-26 23-28 24-28 25-29 25-40 26-30 26-41 27-30 28-43 29-30 30-31 31-32 32-33 33-34 34-35 35-36 36-37 37-38 38-39 39-45 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:501,,,test,'' we do not intend to stay until the term is over .,'' we do not plan to stay in office up till the expiry of our term .,'' we do not intend to stay until the term be over .,'' we do not plan to stay in office up till the expiry of our term .,0.5714285714285714,4,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-9 7-10 9-15 12-16 ,8-14 10-12 11-12 ,,,,,,10-12 10-13 11-12 11-13 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-10 8-11 9-15 12-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:575,,,test,"he said that the U.S. Congress 's annual discussion on this issue will only hurt the U.S. itself , affecting the confidence of American business people investing in China and thus affecting job opportunities for Americans .","he pointed out to Congress that discussing the problem annually would only bring disadvantages to the US . in fact , it would affect the confidence of US businessmen about investing in China , thus affecting employment opportunities for US citizens .","he say that the u.s. congress 's annual discussion on this issue will only hurt the u.s. itself , affect the confidence of american business people invest in china and thus affect job opportunity for american .","he point out to congress that discuss the problem annually would only bring disadvantage to the u . in fact , it would affect the confidence of u businessmen about invest in china , thus affect employment opportunity for u citizen .",0.6666666666666667,5,,,,,0-0 1-1 1-2 2-5 5-4 10-7 11-8 12-10 13-11 14-12 14-13 14-14 15-15 16-16 19-23 20-24 21-25 22-26 23-27 24-28 25-28 26-30 27-31 28-32 29-33 30-34 31-35 32-36 33-37 34-38 35-39 35-40 36-41 ,7-9 8-6 ,,,,,,7-9 8-6 9-6 10-7 19-22 19-23 ,,,,0-0 1-1 1-2 5-4 11-8 12-10 13-11 14-12 14-13 14-14 15-15 16-16 20-24 21-25 22-26 23-27 24-28 25-28 26-30 27-31 28-32 30-34 31-35 32-36 33-37 34-38 35-39 35-40 36-41 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:629,,,test,China plans to invest in fundamental equipment to counteract the effect of the Asian financial crisis .,China plans to make investments in its infrastructure facilities in order to cast off the effects of the Asian financial crisis .,china plan to invest in fundamental equipment to counteract the effect of the asian financial crisis .,china plan to make investment in it infrastructure facility in order to cast off the effect of the asian financial crisis .,0.5217391304347826,5,,,,,0-0 1-1 2-2 3-3 3-4 4-5 5-7 6-8 7-11 8-12 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21 ,{},,,,,,5-7 5-8 6-7 6-8 ,,,,0-0 1-1 2-2 3-3 3-4 4-5 7-11 8-12 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:589,,,test,"Norodom Ranariddh , the first prime minister of the government of the Kingdom of Cambodia , and Hun Sen , the second prime minister , met Benni Weidiaonuo , newly-appointed by the United Nations Secretary-General as representative based in Cambodia , in the prime minister 's office this morning .","this morning , Norodom Ranariddh , the first Prime Minister of the Kingdom of Cambodia , and Hun Sen , the second Prime Minister , met with Benny Widyono in premier mansion . the latter is UN Secretary-General 's representative in Cambodia and just took his office .","norodom ranariddh , the first prime minister of the government of the kingdom of cambodia , and hun sen , the second prime minister , meet benni weidiaonuo , newly-appointed by the united nation secretary-general a representative base in cambodia , in the prime minister 's office this morning .","this morning , norodom ranariddh , the first prime minister of the kingdom of cambodia , and hun sen , the second prime minister , meet with benny widyono in premier mansion . the latter be un secretary-general 's representative in cambodia and just take his office .",0.4651162790697675,2,,,,,0-3 1-4 2-5 3-6 4-7 5-8 6-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-27 27-28 32-36 33-36 34-37 36-39 38-29 38-40 39-41 43-30 44-30 45-30 47-0 48-1 49-47 ,29-43 29-44 29-45 29-46 46-31 ,,,,,,26-33 26-34 27-33 27-34 29-43 29-44 29-46 ,,,,0-3 1-4 2-5 3-6 4-7 5-8 6-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-27 27-28 30-38 31-38 32-36 33-36 34-37 36-39 38-40 39-41 41-29 43-30 44-30 46-31 47-0 48-1 49-47 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:637,,,test,"now , the multi-channel structure of China 's utilization of foreign investment has taken shape , the foreign investment comes from more than 170 countries and regions .","presently , the diversified structure for China 's utilization of foreign investment has taken shape . the investment comes from over 170 countries and regions .","now , the multi-channel structure of china 's utilization of foreign investment have take shape , the foreign investment come from more than 170 country and region .","presently , the diversified structure for china 's utilization of foreign investment have take shape . the investment come from over 170 country and region .",0.2962962962962963,2,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-17 19-18 20-19 21-20 22-20 23-21 24-22 25-23 26-24 27-25 ,{},,,,,,17-10 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-16 18-17 19-18 20-19 21-20 22-20 23-21 24-22 25-23 26-24 27-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:546,,,test,Xinhua news agency report of January 8 from Moscow - Russian Prime Minister Chernomyrdin said at a government meeting on the 8th that the major achievement Russia made in 1997 was to have created a fundamental basis for its economic growth .,Xinhua news agency . Moscow . Jan. 8 . Russian premier Chernomerkin said in a state conference held on 8 that Russian 's main achievement in 1997 was that it has created basic preconditions for future economic growth .,xinhua news agency report of january 8 from moscow - russian prime minister chernomyrdin say at a government meeting on the 8th that the major achievement russia make in 1997 be to have create a fundamental basis for it economic growth .,xinhua news agency . moscow . jan. 8 . russian premier chernomerkin say in a state conference hold on 8 that russian 's main achievement in 1997 be that it have create basic precondition for future economic growth .,0.5882352941176471,3,,,,,0-0 1-1 2-2 5-6 6-7 8-4 10-9 11-10 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-18 21-19 22-20 24-23 25-24 28-25 29-26 30-27 32-30 33-31 35-32 36-33 37-34 39-36 40-37 41-38 ,26-21 ,,,,,,13-11 38-35 ,,,,0-0 1-1 2-2 5-6 6-7 8-4 10-9 11-10 12-10 14-12 15-13 16-14 17-15 17-16 18-15 18-16 19-18 21-19 22-20 24-23 25-24 26-21 28-25 29-26 30-27 32-30 33-31 35-32 36-33 37-34 39-36 40-37 41-38 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:664,,,test,ground controllers of the nonstop worldwide hot-air balloon flight said that three riders on the balloon should leave the Chinese airspace and fly eastward across the Pacific Ocean .,"the ground control officers for the team that were attempting to circumnavigate the world by balloon said that , the three men should fly towards the air space under control of China . then they will continue towards the east crossing the Pacific Ocean .",ground controller of the nonstop worldwide hot-air balloon flight say that three rider on the balloon should leave the chinese airspace and fly eastward across the pacific ocean .,"the ground control officer for the team that be attempt to circumnavigate the world by balloon say that , the three men should fly towards the air space under control of china . then they will continue towards the east cross the pacific ocean .",0.75,16,,,,,0-1 1-2 1-3 2-4 3-5 9-16 10-17 11-20 12-21 16-22 18-25 19-28 19-29 19-30 19-31 20-26 20-27 21-33 22-23 22-36 23-37 23-38 23-39 24-40 25-41 26-42 27-43 28-44 ,5-6 5-7 5-8 5-9 5-10 5-11 5-12 5-13 5-14 5-15 7-6 7-7 7-8 7-9 7-10 7-11 7-12 7-13 7-14 7-15 8-6 8-7 8-8 8-9 8-10 8-11 8-12 8-13 8-14 8-15 ,,,,,,15-15 ,,,,0-1 1-2 1-3 4-11 4-12 4-13 5-11 5-12 5-13 7-15 8-11 8-12 8-13 9-16 10-17 11-20 12-21 16-22 19-28 19-29 19-30 19-31 20-26 20-27 21-33 22-23 22-35 22-36 23-37 23-38 23-39 24-40 25-41 26-42 27-43 28-44 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:672,,,test,"nevertheless , she warned that the credit crunch still exists .","however , she warned that the phenomenon of credit contraction still exists .","nevertheless , she warn that the credit crunch still exist .","however , she warn that the phenomenon of credit contraction still exist .",0.4,2,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-8 7-9 8-10 9-11 10-12 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-10 9-11 10-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:643,,,test,world swimming championships Lan Wei and Cheng Cheng qualify for second round in 1-meter springboard,Lan Wei and Chen Sheng qualified for 1-meter springboard diving intermediary contest at the world swimming championships,world swim championship lan wei and cheng cheng qualify for second round in 1-meter springboard,lan wei and chen sheng qualify for 1-meter springboard dive intermediary contest at the world swim championship,0.5238095238095238,2,,,,,0-14 1-15 2-16 3-0 4-1 5-2 6-3 7-4 9-6 10-10 11-11 12-12 13-7 14-8 ,8-5 ,,,,,,6-3 7-4 8-5 10-10 10-11 11-10 11-11 ,,,,0-14 1-15 2-16 3-0 4-1 5-2 9-6 13-7 14-8 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:645,,,test,Senator Lott expects the trial to begin on January 11 and to end in two weeks .,"Mr. Lord said that he hoped the trial would begin on Jan 11th , and come to an end in two weeks time .",senator lott expect the trial to begin on january 11 and to end in two week .,"mr. lord say that he hop the trial would begin on jan 11th , and come to an end in two week time .",0.6206896551724138,7,,,,,3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-14 12-15 12-16 12-17 12-18 13-19 14-20 15-21 16-23 ,0-0 0-1 1-0 1-1 2-2 2-3 2-4 2-5 ,,,,,,0-0 1-4 ,,,,1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-14 12-15 12-16 12-17 12-18 13-19 14-20 15-21 15-22 16-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:636,,,test,the overhead railway project in Bangkok will restart .,Bangkok overhead railway will start again,the overhead railway project in bangkok will restart .,bangkok overhead railway will start again,0.6363636363636364,3,,,,,1-1 2-2 5-0 6-3 7-4 7-5 ,{},,,,,,{},,,,1-1 2-2 5-0 6-3 7-4 7-5 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:540,,,test,Siazon said that even if Cambodia 's opposition groups form a united government before the talks the country wo n't automatically gain membership in ASEAN .,Siazon said Cambodia will not become an ASEAN member automatically even if the Cambodian opposition parties form a coalition before the summit meeting .,siazon say that even if cambodia 's opposition group form a united government before the talk the country wo n't automatically gain membership in asean .,siazon say cambodia will not become an asean member automatically even if the cambodian opposition party form a coalition before the summit meeting .,0.6285714285714286,2,,,,,0-0 1-1 3-10 4-11 5-13 6-13 7-14 8-15 9-16 10-17 11-18 12-18 13-19 14-20 15-21 15-22 17-2 18-3 19-4 20-9 21-5 21-8 22-5 22-8 24-7 25-23 ,{},,,,,,5-13 6-13 15-21 15-22 16-2 17-2 ,,,,0-0 1-1 3-10 4-11 7-14 8-15 9-16 10-17 11-18 12-18 13-19 14-20 18-3 18-4 19-3 19-4 20-9 21-5 21-6 21-8 22-5 22-6 22-8 24-7 25-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:631,,,test,"in the letter written by the committee to Indonesia President Habibi , it reads that issuing summons was '' the first step of police to accuse '' .","in its letter to the Indonesian President Habibie , the committee said , issuing the subpoena is '' the first step taken by the police for prosecution '' .","in the letter write by the committee to indonesia president habibi , it read that issue summons be '' the first step of police to accuse '' .","in it letter to the indonesian president habibie , the committee say , issue the subpoena be '' the first step take by the police for prosecution '' .",0.4838709677419355,1,,,,,0-0 2-2 5-9 6-10 7-3 8-5 9-6 10-7 11-8 15-13 16-15 18-17 19-18 20-19 21-20 22-22 23-24 24-25 26-27 27-28 ,1-1 13-11 17-16 25-26 ,,,,,,1-1 8-5 12-11 13-11 14-11 17-16 ,,,,0-0 2-2 5-9 6-10 7-3 9-6 10-7 11-8 15-13 16-15 18-17 19-18 20-19 21-20 22-21 22-22 23-24 24-25 25-26 26-27 27-28 ,,,
