pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
chtb_245-4-44,chtb_245,4,HITInput,MacRalon still reiterated his support for China to resume its position as one of the treaty states of GATT and one of the founding members of WTO .,Mike Laren readdressed support for including China as a member of world trading organizations .,macralon still reiterate his support for china to resume it position a one of the treaty state of gatt and one of the found member of wto .,mike laren readdressed support for include china a a member of world trading organization .,0.7666666666666666,13,27-14 5-4 25-10 4-3 6-6 24-9,,,,,,,
chtb_245-4-43,chtb_245,4,HITInput,Pittigrew irritated his support to resume China 's signatory to the General Agreement of Customs Duty and Trade and a founding member of the World Trade Organization .,Mike Laren readdressed support for including China as a member of world trading organizations .,pittigrew irritate his support to resume china 's signatory to the general agreement of custom duty and trade and a founding member of the world trade organization .,mike laren readdressed support for include china a a member of world trading organization .,0.7241379310344828,13,27-14 25-12 22-10 24-11 19-8 3-3 26-13 21-9 6-6,,,,,,,
groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400-36-0,groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400,36,HITInput,We offered to help you persuade Chen Guangcheng not to make certain remarks .,"We took the initiative and suggested that we could help you to persuade Chen Guangcheng , to influence him not to say some of his words .",we offer to help you persuade chen guangcheng not to make certain remark .,"we take the initiative and suggest that we could help you to persuade chen guangcheng , to influence him not to say some of his word .",0.6785714285714286,13,5-12 3-9 8-19 1-5 7-14 13-26 10-21 4-10 6-13 9-20 12-25,,,,,,,
GMW_CMN_20070712.0030-18-1,GMW_CMN_20070712.0030,18,HITInput,"Only a civilized and orderly environment can get tourists to come happily , who will leave after fully enjoying themselves and keep the passion for a return trip .","Only a civilized and orderly environment will make tourists come , go and return gladly .","only a civilized and orderly environment can get tourist to come happily , who will leave after fully enjoy themselves and keep the passion for a return trip .","only a civilized and orderly environment will make tourist come , go and return gladly .",0.6,13,2-2 5-5 0-0 11-14 1-1 7-7 3-3 26-13 15-11 10-9 8-8 4-4 28-15,,,,,,,
AFC20041220.0042-4-0,AFC20041220.0042,4,HITInput,`` The president shook hands with around 30 supporters before leaving to vomit .,"At that time the chairman was shaking hands one by one with some 30 representatives of supporters . Shortly afterwards , the chairman started to vomit .",`` the president shake hand with around 30 supporter before leave to vomit .,"at that time the chairman be shake hand one by one with some 30 representative of supporter . shortly afterwards , the chairman start to vomit .",0.6785714285714286,13,5-11 2-4 4-7 11-24 3-6 1-3 13-26 7-13 8-16 12-25,,,,,,,
ZBN20020318.0001-6-3,ZBN20020318.0001,6,HITInput,"South Korea has accused North Korea of 12 intrusions in the West Sea areas in past year . However , none of them is of any serious nature .","ROK accused DPRK of 12 incursions into the western waters , but none was serious .","south korea have accuse north korea of 12 intrusion in the west sea area in past year . however , none of them be of any serious nature .","rok accuse dprk of 12 incursion into the western water , but none be serious .",0.7096774193548387,13,11-8 5-2 1-0 3-1 7-4 20-12 26-14 12-9 8-5 28-15 6-3 10-7,,,,,,,
cmn-WL-8-89585-7834330-19-4,cmn-WL-8-89585-7834330,19,HITInput,"The circles that come into view besides creating an effect of radioactive dizziness on me , they have no other function at all .",The eye-full of circles makes you nothing else but dizzy .,"the circle that come into view besides create an effect of radioactive dizziness on me , they have no other function at all .",the eye-full of circle make you nothing else but dizzy .,0.8709677419354839,13,23-10 1-3 7-4 12-9,,,,,,,
cmn-WL-8-89514-7839535-19-0,cmn-WL-8-89514-7839535,19,HITInput,"If I 've done it then I 've done it ; if I 've messed up , then I live with it .",It has been done and I accept the setback .,"if i 've do it then i 've do it ; if i 've mess up , then i live with it .",it have be do and i accept the setback .,0.7894736842105263,13,22-9,,,,,,,
VOA_URD_20090129.0012-19-3,VOA_URD_20090129.0012,19,HITInput,"If doctors and the patients work together with reference to the ailments of the heart , they can get the benefits of exercise even with increasing age .",If doctors and patients work together they can benefit from exercise despite advancing age .,"if doctor and the patient work together with reference to the ailment of the heart , they can get the benefit of exercise even with increase age .",if doctor and patient work together they can benefit from exercise despite advance age .,0.5384615384615384,13,27-14 5-4 4-3 0-0 20-8 1-1 2-2 17-7 22-10 16-6 26-13 6-5,,,,,,,
ZBN19981213_0043-7-23,ZBN19981213_0043,7,HITInput,Pfizer is considering whether to make any commercials that directly mention Viagra .,"Pfizer Company is thinking over whether any other advertisements in which the product 's name , Viagra , is mentioned directly , will be needed .",pfizer be consider whether to make any commercial that directly mention viagra .,"pfizer company be think over whether any other advertisement in which the product 's name , viagra , be mention directly , will be need .",0.7037037037037037,13,2-3 11-16 0-0 3-5 10-19 6-6 7-8 9-20 12-25 1-2,,,,,,,
cmn-WL-8-89600-7821328-25-2,cmn-WL-8-89600-7821328,25,HITInput,"The Souths , the Wests - what family has n't got skeletons in its cupboard ?","There are the Nan family , the Xi family , and many others . Which one of them can claim to be completely free from difficulties and problems ?","the south , the west - what family have n't get skeleton in it cupboard ?","there be the nan family , the xi family , and many others . which one of them can claim to be completely free from difficulty and problem ?",0.8857142857142857,13,0-2 2-5 3-6 1-3 7-4 15-28,,,,,,,
VOA_URD_20090129.0012-19-3,VOA_URD_20090129.0012,19,HITInput,"If doctors and the patients work together with reference to the ailments of the heart , they can get the benefits of exercise even with increasing age .",If doctors and patients work together they can benefit from exercise despite advancing age .,"if doctor and the patient work together with reference to the ailment of the heart , they can get the benefit of exercise even with increase age .",if doctor and patient work together they can benefit from exercise despite advance age .,0.5384615384615384,13,27-14 5-4 4-3 0-0 20-8 1-1 2-2 17-7 22-10 16-6 26-13 6-5,,,,,,,
ZBN19981216_0054-12-16,ZBN19981216_0054,12,HITInput,"An official from the Agency for National Security Planning said that at this time , Jin Fuji and Piao Dongyi have been detained by the authorities for interrogation .",One Korean Security Official said that Kim Fuji and Pu Dong were taken for questioning .,"an official from the agency for national security planning say that at this time , jin fuji and piao dongyi have be detain by the authority for interrogation .",one korean security official say that kim fuji and pu dong be take for question .,0.7352941176470589,13,9-4 7-2 1-3 15-6 16-7 28-15 10-5 17-8,,,,,,,
ZBN19981210_0108-4-43,ZBN19981210_0108,4,HITInput,He said that economic reform was decisive to economic recovery and development .,"He said that , this kind of economic reform holds in the balance the ability to resuscitate the economy and maintain the economic growth .",he say that economic reform be decisive to economic recovery and development .,"he say that , this kind of economic reform hold in the balance the ability to resuscitate the economy and maintain the economic growth .",0.6799999999999999,12,2-2 8-22 0-0 1-1 11-23 4-8 3-7 12-24,,,,,,,
ZBN19981210_0108-4-39,ZBN19981210_0108,4,HITInput,He said that this kind of economic reform is vitally impartant to the economic recovery and the goal of a sustainable economic growth rate .,He said that economic reform was decisive to economic recovery and development .,he say that this kind of economic reform be vitally impartant to the economic recovery and the goal of a sustainable economic growth rate .,he say that economic reform be decisive to economic recovery and development .,0.5652173913043479,12,2-2 22-11 0-0 24-12 1-1 7-4 15-10 11-7 14-9 8-5 13-8 6-3,,,,,,,
ZBN19981210_0108-4-6,ZBN19981210_0108,4,HITInput,He said that such economic reform will be of great importance to economic recovery and the goal of achieving a sustainable economic growth rate .,He said that economic reform was decisive to economic recovery and development .,he say that such economic reform will be of great importance to economic recovery and the goal of achieve a sustainable economic growth rate .,he say that economic reform be decisive to economic recovery and development .,0.5833333333333333,12,2-2 5-4 22-11 4-3 0-0 24-12 1-1 11-7 12-8 13-9 14-10,,,,,,,
cmn-NG-31-117651-7396532-18-5,cmn-NG-31-117651-7396532,18,HITInput,"In conclusion , CCDI , I worry about the effect of your `` anti-corruption deadline . ''","Honorable members of the Central Commission for Discipline , all in all , I am wary and worried over the effect your `` anti-corruption deadline '' will produce .","in conclusion , ccdi , i worry about the effect of your `` anti-corruption deadline . ''","honorable member of the central commission for discipline , all in all , i be wary and worry over the effect your `` anti-corruption deadline '' will produce .",0.5517241379310345,12,4-12 5-13 8-19 13-23 6-17 16-25 11-21 15-28 9-20 12-22 14-24,,,,,,,
ZBN19981210_0108-4-27,ZBN19981210_0108,4,HITInput,"He said , this kind of economic reform was very important to economy revival and to reach the target of a sustainable growth level .",He said that economic reform was decisive to economic recovery and development .,"he say , this kind of economic reform be very important to economy revival and to reach the target of a sustainable growth level .",he say that economic reform be decisive to economic recovery and development .,0.7037037037037037,12,22-11 0-0 24-12 1-1 7-4 11-7 12-8 8-5 13-9 6-3 14-10,,,,,,,
cmn-WL-8-89514-7839502-13-4,cmn-WL-8-89514-7839502,13,HITInput,These people are people with true temperament in general . Their likes and dislikes are real .,"Generally , they are honest and straightforward . If they like a person , they say so outright . If they dislike one , they also admit it .",these people be people with true temperament in general . their like and dislike be real .,"generally , they be honest and straightforward . if they like a person , they say so outright . if they dislike one , they also admit it .",0.8275862068965517,12,16-28 11-10 13-21 10-9 1-12 8-0,,,,,,,
cmn-WL-8-89514-7839502-13-0,cmn-WL-8-89514-7839502,13,HITInput,"These people are usually straightforward people . If they like someone , they like someone , if they do n't like someone , they do n't like them .",These people are people with true temperament in general . Their likes and dislikes are real .,"these people be usually straightforward people . if they like someone , they like someone , if they do n't like someone , they do n't like them .",these people be people with true temperament in general . their like and dislike be real .,0.782608695652174,12,2-2 0-0 5-3 1-1 8-10 9-11 28-16,,,,,,,
