source,target,docID,type,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments1,answerPossAlignments1,answerSourceHighlights1,answerTargetHighlights1
the decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July .,Scotland Yard 's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .,news-C:79,test,24-23 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 22-21 23-22 ,{},{},{},1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 21-20 22-21 23-22 24-23 ,{},{},{}
"another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .","another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .",news-C:298,test,19-19 0-0 1-1 2-2 3-3 4-4 5-5 18-18 17-17 13-12 7-9 9-8 16-16 14-13 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9 10-6 10-7 10-8 10-9 11-6 11-7 11-8 11-9 12-10 13-12 14-13 15-15 16-16 17-17 18-18 19-19 ,{},{},{}
"buyers can purchase a Windows- and Office-loaded desktop for $ 298 , excluding taxes , the report said .","buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht -LRB- US$ 298 -RRB- , excluding taxes , the report said .",news-C:1347,test,19-24 12-17 13-18 14-19 15-20 16-21 17-22 18-23 3-4 4-5 5-6 6-7 7-8 8-9 9-10 0-0 1-1 11-15 ,{},{},{},0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-13 10-14 11-16 12-17 13-18 14-19 15-20 16-21 17-22 18-23 ,{},{},{}
"Seattle deputy police chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .","police deputy chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .",news-C:264,test,29-27 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 23-21 24-22 25-23 26-24 27-25 28-26 3-2 4-3 5-4 6-5 7-6 8-7 1-1 2-0 22-20 ,{},{},{},1-1 2-0 3-2 4-3 5-4 6-5 7-6 8-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 ,{},{},{}
the vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes '' .,Eurex said '' the vast majority '' of trades on Eurex US would be priced at 20 cents per contract or less depending on '' participation in incentive schemes '' .,news-C:1017,test,22-30 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 21-29 0-3 1-4 2-5 3-7 4-8 ,{},{},{},0-3 1-4 2-5 3-7 4-8 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 22-29 ,{},{},{}
activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .,"instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .",news-C:2341,test,19-20 6-6 7-7 8-8 9-9 10-10 11-11 2-2 3-3 4-4 12-15 13-16 ,{},{},{},2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-15 13-16 16-17 19-20 ,0-2 14-13 17-18 17-19 18-18 18-19 ,{},{}
Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,news-C:1489,test,20-17 15-12 16-13 17-14 18-15 19-16 0-0 1-1 2-2 3-3 7-6 8-7 9-8 4-4 11-10 6-5 10-9 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-7 9-8 11-10 12-11 15-12 16-13 17-14 18-15 19-16 20-17 ,10-9 ,{},{}
"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .","U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .",news-C:626,test,18-18 3-2 4-3 5-4 6-5 7-6 8-7 13-12 14-13 15-14 16-15 9-8 12-11 10-9 1-1 0-0 ,{},{},{},0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 12-11 13-12 14-13 15-14 16-15 18-18 ,9-8 10-9 17-16 17-17 ,{},{}
"'' I think it happened very quickly '' , Houston Police Department homicide investigator Phil Yochum said of the crime .","'' I think it happened very quickly '' , said Investigator Phil Yochum of the Houston Police Department 's homicide division .",news-C:326,test,20-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 13-10 14-11 15-12 17-13 18-14 16-9 12-19 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 12-19 13-10 14-11 15-12 16-9 20-21 ,{},{},{}
"'' people who are high in positive emotions sleep better , they have better diets , they exercise more , they have lower levels of these stress hormones '' , Cohen said .","'' happy people sleep better , have better diets , exercise more and have less levels of stress hormones '' , Cohen said .",news-C:478,test,32-23 26-17 27-18 28-19 29-20 30-21 31-22 12-6 13-7 14-8 15-9 8-3 9-4 10-5 17-10 18-11 23-15 24-16 22-14 0-0 1-2 21-13 ,{},{},{},0-0 1-2 8-3 9-4 10-5 12-6 13-7 14-8 15-9 17-10 18-11 19-12 21-13 22-14 23-15 24-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23 ,4-1 5-1 6-1 7-1 11-1 11-2 16-1 16-2 20-1 20-2 ,{},{}
Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,news-C:1537,test,17-17 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 0-0 1-1 2-2 16-16 5-4 6-6 ,{},{},{},0-0 1-1 2-2 3-3 3-4 4-3 4-4 5-3 5-4 6-6 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 16-16 17-17 ,{},{},{}
"'' we did not want to shut down '' , Lawrence Diamond , the CFO , said as O'Donnell lawyer Matthew Fishbein questioned him .","'' we did not want to shut down '' , Diamond testified under questioning by Matthew Fishbein , one of O'Donnell 's lawyers .",news-C:1278,test,24-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 20-15 21-16 18-20 11-10 10-10 16-11 22-13 19-22 17-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 16-11 18-20 19-22 20-15 21-16 22-13 24-23 ,23-10 ,{},{}
"but while the prime minister 's trial judders to a halt , his co-defendants in the same case are not protected .","while he is now spared that threat , his co-defendants in the same case are not protected .",news-C:1376,test,21-17 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 ,{},{},{},1-0 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 ,{},{},{}
"the court on Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .","the court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .",news-C:2099,test,18-20 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 15-13 16-14 17-15 0-0 1-1 3-2 14-19 12-18 ,{},{},{},0-0 1-1 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-18 13-11 13-12 14-19 15-13 16-14 17-15 18-20 ,2-2 3-2 ,{},{}
"'' it 's obvious I 'm not riding as well as years past '' , Armstrong said at a news conference .",'' I think it 's obvious I 'm not riding as well as I have in years past .,news-C:1318,test,21-18 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 0-0 ,{},{},{},0-0 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 21-18 ,{},{},{}
the numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"as stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .",news-C:546,test,21-29 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 0-3 1-4 5-12 6-13 4-9 2-11 ,{},{},{},0-3 1-4 2-11 4-9 5-12 6-13 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 21-29 ,3-8 ,{},{}
"Chirac , who can pardon a law-breaker , refused Humbert 's request last year but kept in close touch with the family .","Chirac , who has the authority to pardon law-breakers , refused Humbert 's request to be allowed to die last year but kept in close touch with the family .",news-C:369,test,22-29 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 7-9 8-10 9-11 10-12 11-13 0-0 1-1 2-2 6-8 4-7 ,{},{},{},0-0 1-1 2-2 3-3 3-4 3-5 3-6 4-7 6-8 7-9 8-10 9-11 10-12 11-13 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 ,{},{},{}
"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .",news-C:2619,test,16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 3-3 2-2 1-1 ,{},{},{},1-1 2-2 3-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20 ,0-0 ,{},{}
"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .",news-C:2141,test,30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 27-24 0-0 2-1 1-4 21-18 29-3 28-2 ,{},{},{},0-0 1-4 2-1 7-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 ,3-3 4-3 5-3 28-25 29-25 ,{},{}
the department also sent water and soil samples to the state health laboratory .,water samples are being sent to the state health department for analysis .,news-C:1010,test,13-12 8-5 9-6 10-7 11-8 3-4 7-1 4-0 1-9 ,{},{},{},4-0 7-1 8-5 9-6 10-7 11-8 12-9 13-12 ,3-2 3-3 3-4 ,{},{}
"three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora67 '' , to extend the contest until 6 p.m. EDT Sunday .","three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 3 p.m. Arizona time Sunday .",news-C:2672,test,27-31 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-19 17-20 18-21 19-22 20-23 21-24 22-25 26-30 24-27 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-17 17-18 18-19 19-20 20-21 21-22 22-23 24-25 26-28 ,23-24 25-26 25-27 ,{},{}
similar bills passed the House twice but died in the Senate .,"two years ago , the House passed a similar version that floundered in the Senate .",news-C:2291,test,11-15 8-12 9-13 10-14 3-4 4-5 2-6 0-8 ,{},{},{},0-8 2-6 3-4 4-5 7-11 8-12 9-13 10-14 11-15 ,1-9 ,{},{}
"the main change , said Jim Walton , CNN 's president , is a fundamental shift in the way CNN collects its news .","the main change , said CNN president Jim Walton , was a fundamental shift in the way the network collected its news .",news-C:2150,test,23-22 13-11 14-12 15-13 16-14 17-15 18-16 0-0 1-1 2-2 3-3 4-4 5-7 6-8 7-9 21-20 22-21 20-19 8-5 10-6 12-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-7 6-8 8-5 10-6 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 20-19 21-20 22-21 23-22 ,19-18 ,{},{}
the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,it called on the Commerce Department to respond within 60 days .,news-C:1576,test,16-11 3-3 4-4 5-5 6-6 13-8 14-9 15-10 ,{},{},{},2-1 2-2 3-3 4-4 5-5 6-6 13-8 14-9 15-10 16-11 ,0-0 1-0 7-7 8-7 9-7 10-7 11-7 12-7 ,{},{}
Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,news-C:2493,test,20-23 10-10 11-11 12-12 13-13 14-14 15-15 1-0 4-8 3-6 19-18 8-9 17-17 ,{},{},{},0-0 1-0 2-1 2-2 2-3 2-4 2-5 3-6 4-8 8-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-23 ,{},{},{}
"daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .","their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .",news-C:1110,test,29-22 0-2 1-3 2-4 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 3-8 4-9 6-10 ,{},{},{},0-2 1-3 2-4 3-8 4-9 6-10 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 29-22 ,{},{},{}
"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .",news-C:1893,test,19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7 ,{},{},{},0-0 1-1 2-3 3-4 4-5 10-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 ,5-6 6-6 7-6 8-6 9-6 ,{},{}
"special , sensitive light sensors pick up the telltale glow , he said .",a sensitive light detector then looks for the telltale blue glow .,news-C:707,test,13-11 2-1 3-2 7-7 8-8 9-10 4-3 ,{},{},{},2-1 3-2 4-3 7-7 8-8 9-10 13-11 ,0-0 5-5 5-6 6-5 6-6 ,{},{}
"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .",news-C:1756,test,17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 9-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 17-13 ,{},{},{}
British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,news-C:2565,test,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3 ,{},{},{},0-0 1-2 4-3 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 15-18 ,{},{},{}
"the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .",news-C:50,test,27-31 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 2-4 ,{},{},{},2-4 2-5 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31 ,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 ,{},{}
"in a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .","a federal judge Thursday granted a request by the Food and Drug Administration to shut down RX Depot , a popular Internet company that sells cheaper prescription drugs from Canada .",news-C:1451,test,30-30 25-25 26-26 27-27 28-28 29-29 7-0 8-1 9-2 16-13 17-14 18-15 6-18 20-22 21-23 10-4 14-6 15-3 12-12 11-8 19-19 ,{},{},{},7-0 8-1 9-2 10-4 11-8 12-9 12-10 12-11 12-12 13-5 13-7 14-6 15-3 16-13 17-14 18-15 19-19 20-22 21-23 25-25 26-26 27-27 28-28 29-29 30-30 ,22-24 23-24 24-24 ,{},{}
"at best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .","at best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated -- yet went unpenalised by umpire Lars Graf .",news-C:402,test,27-26 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 24-23 25-24 26-25 19-19 20-20 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-21 23-22 24-23 25-24 26-25 27-26 ,{},{},{}
"'' we have found the smoking gun '' , investigating board member Scott Hubbard said .","'' we have found the smoking gun '' , said Hubbard , director of NASA 's Ames Research Center in California .",news-C:1772,test,15-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 13-10 12-10 14-9 9-17 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 12-10 13-10 14-9 15-21 ,9-12 9-13 9-14 9-15 9-16 9-17 9-18 9-19 9-20 10-12 10-13 10-14 10-15 10-16 10-17 10-18 10-19 10-20 11-12 11-13 11-14 11-15 11-16 11-17 11-18 11-19 11-20 ,{},{}
the rebels suspended peace talks with the government April 21 citing a lack of progress .,the Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress .,news-C:1945,test,15-16 8-9 9-10 10-11 11-12 12-13 13-14 14-15 2-6 3-7 4-8 ,{},{},{},0-0 1-1 1-2 1-3 1-4 1-5 2-6 3-7 4-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 ,{},{},{}
Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",news-C:362,test,16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8 ,{},{},{},2-8 4-1 5-2 6-3 7-4 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 ,{},{},{}
"'' I will pass on to him -LRB- Mr. Cheney -RRB- that Canada still remains a safe , secure and reliable supply of energy '' , Mr. Klein said Sunday .","'' I will pass on to him that Canada still remains a safe , secure and reliable supply of energy '' .",news-C:1315,test,30-21 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 30-21 ,{},{},{}
"it is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla. , does not have to share the wealth with any governments .","and because it is so far out in international water , salvage company Odyssey Marine Exploration does n't have to share the wealth with coastal state governments .",news-C:1729,test,30-27 0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 22-18 23-19 24-20 25-21 26-22 27-23 11-13 12-14 13-15 29-26 20-16 21-17 ,{},{},{},0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 11-13 12-14 13-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 29-26 30-27 ,8-1 10-11 10-12 28-24 28-25 ,{},{}
"'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said lead director H. Carl McCall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said Carl McCall , the lead director of the NYSE board .",news-C:2162,test,30-32 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 24-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 30-32 ,{},{},{}
"he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .","Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .",news-C:1006,test,24-27 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 11-10 12-11 14-14 15-15 13-12 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-14 15-15 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,0-0 ,{},{}
some Boston managers are concerned that banning smoking will create safety hazards as groups of smokers huddle outside bars and nightclubs .,some Boston bar managers said they worry that banning smoking will create a hazard as groups of smokers huddle outside on sidewalks and in parking lots to smoke .,news-C:2489,test,21-28 12-14 13-15 14-16 15-17 16-18 17-19 5-7 6-8 7-9 8-10 9-11 0-0 1-1 4-6 2-3 11-13 18-2 ,{},{},{},0-0 1-1 2-3 3-6 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14 13-15 14-16 15-17 16-18 21-28 ,0-5 1-5 2-5 17-19 17-20 17-21 17-22 17-23 17-24 17-25 18-19 18-20 18-21 18-22 18-23 18-24 18-25 19-19 19-20 19-21 19-22 19-23 19-24 19-25 20-19 20-20 20-21 20-22 20-23 20-24 20-25 ,{},{}
